,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,Unnamed: 16
440993,2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6cm971681,ga,3.4,73766.0,black,beige,nissan infiniti lt,15850,15800,Tue May 26 2015 02:30:00 GMT-0700 (PDT),
473148,2007,Nissan,Altima,2.5 S,sedan,automatic,1n4al21e47n449380,nc,3.3,199079.0,white,gray,dt credit corporation,2850,3200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),
310877,2011,Jaguar,XF,Premium,Sedan,automatic,sajwa0gb8blr90106,tn,2.1,28230.0,black,black,"jpmorgan chase bank,n.a.",25600,23000,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),
21854,2005,cadillac,sts,v8,,automatic,1g6dc67a350211018,nc,3.0,88502.0,gold,tan,gateway one lending & finance,5350,4700,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),
460189,2014,MINI,Cooper,S,Hatchback,manual,wmwxm7c5xet970895,fl,4.7,8016.0,yellow,black,subaru of pembroke pines,22000,22000,Wed May 27 2015 02:35:00 GMT-0700 (PDT),
341866,2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4aexdu556087,il,4.2,33199.0,white,beige,merchants leasing,9900,10200,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),
66261,2008,GMC,Acadia,SLT-2,SUV,automatic,1gker33788j305441,ca,3.5,121558.0,black,black,arrowhead auto group inc,10300,11900,Tue Dec 30 2014 15:00:00 GMT-0800 (PST),
408118,2015,BMW,X5,xDrive50i,SUV,automatic,5uxkr6c56f0j76051,oh,4.9,5384.0,white,—,bmw north america,62000,49250,Tue Apr 21 2015 07:00:00 GMT-0700 (PDT),
235624,2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k95er279069,ga,4.7,20027.0,silver,black,avis budget group,20100,19200,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),
409854,2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k95er276897,mo,3.7,29919.0,gray,black,ars/enterprise,18300,19300,Wed May 06 2015 03:00:00 GMT-0700 (PDT),
117207,2006,Isuzu,Ascender,S 5 Passenger,SUV,automatic,4nuds13s362700417,ma,2.9,89908.0,black,tan,united auto credit/irvine,4575,1500,Thu Feb 19 2015 18:30:00 GMT-0800 (PST),
364974,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb0ca581873,ca,3.9,18610.0,black,black,mercedes-benz financial services,28600,26750,Wed May 27 2015 05:30:00 GMT-0700 (PDT),
483010,2012,Dodge,Journey,American Value Package,suv,,3c4pdcab8ct252428,on,2,36319.0,blue,black,repo depo,11800,10600,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT),
37698,2012,Jeep,Wrangler,Unlimited Sahara,SUV,manual,1c4bjweg9cl100275,mi,4.1,73175.0,white,black,stratford hyundai,24600,20550,Thu Dec 18 2014 09:30:00 GMT-0800 (PST),
77213,2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb3en165151,nc,3.6,36223.0,blue,gray,chrysler capital,11200,11300,Mon Jan 05 2015 01:30:00 GMT-0800 (PST),
263458,2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f54ca032370,nj,2.9,37822.0,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",20400,19400,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),
314624,2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74dr132486,co,4.5,13289.0,blue,black,"ford motor credit company,llc pd",15100,15500,Wed Feb 18 2015 03:00:00 GMT-0800 (PST),
192184,2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee3dc979162,oh,4.0,43907.0,black,black,byers car rentals llc,13000,12400,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
337322,2005,Chevrolet,Colorado,Z85 LS Base,Crew Cab,automatic,1gccs136758102725,nc,1.9,170266.0,white,gray,dt credit corporation,4725,3000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
523011,2012,Infiniti,G Coupe,G37,g coupe,automatic,jn1cv6ek0cm422975,fl,2.8,31350.0,black,black,nissan infiniti lt,21200,20400,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT),
389306,2012,BMW,3 Series,335is,Coupe,automatic,wbakg1c59ce839764,ga,3.7,46190.0,red,brown,cherokee chrysler dodge jeep,27400,25700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
186517,2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18d65s312846,il,2.3,132886.0,silver,gray,santander consumer,8150,7200,Tue Feb 03 2015 02:00:00 GMT-0800 (PST),
526973,2009,Dodge,Journey,SXT,suv,automatic,3d4gg57vx9t157790,tx,2.3,88308.0,silver,black,regional acceptance corporation / greensboro,7350,9000,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT),
71550,2008,Kia,Optima,LX,Sedan,automatic,knage123885194074,fl,3.6,75358.0,gray,gray,regional acceptance corporation / greenville,4925,5600,Tue Jan 06 2015 18:00:00 GMT-0800 (PST),
128759,2006,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak55f967885624,oh,1.9,118250.0,red,gray,car now acceptance co/columbus,2475,2300,Thu Jan 15 2015 01:00:00 GMT-0800 (PST),
103314,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm716176,ca,3.5,25181.0,black,black,nissan infiniti lt,21900,20250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),
395214,2012,Honda,Pilot,EX,SUV,automatic,5fnyf4h49cb062633,pa,3.8,30123.0,silver,gray,bay ridge honda suzuki kia,21100,19900,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),
361381,2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3blxeda89852,fl,4.4,10252.0,white,gray,ford motor credit company,26000,26300,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),
1097,2012,Ford,Explorer,Limited,SUV,automatic,1fmhk8f89cga08890,ca,2.9,48130.0,black,black,galpin ford studio rentals,25800,25500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),
545055,2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap8dm720810,ca,4.6,17085.0,black,black,nissan infiniti lt,21300,20000,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT),
543514,2015,Chevrolet,Sonic,LT,sedan,automatic,1g1jc5sh5f4110922,ut,2,18419.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,12400,1100,Wed Jun 17 2015 06:00:00 GMT-0700 (PDT),
330728,2013,Dodge,Dart,SXT,Sedan,automatic,1c3cdfbaxdd268373,wa,4.3,35080.0,white,black,dollar rac/seattle,11900,12500,Wed Feb 18 2015 04:55:00 GMT-0800 (PST),
244557,2008,Volkswagen,New Beetle,SE PZEV,Convertible,automatic,3vwrg31y78m403214,ca,4.4,48426.0,beige,tan,bob baker jeep,7625,9250,Wed Feb 04 2015 04:15:00 GMT-0800 (PST),
528832,2006,BMW,3 Series,330i,sedan,automatic,wbavb33536ps17421,tx,3.3,83156.0,black,tan,tdaf remarketing,8250,9000,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT),
447901,2011,Kia,Sedona,LX,Minivan,automatic,kndmg4c71b6363727,oh,2,69025.0,red,gray,repo remarketing inc,7325,7100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),
474891,2014,Toyota,Tundra,Limited FFV,double cab,automatic,5tfbw5f17ex349482,az,4.8,9050.0,red,gray,findlay toyota flagstaff,37400,37200,Thu May 28 2015 05:30:00 GMT-0700 (PDT),
399239,2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2e84dg153749,nc,4.7,21060.0,red,beige,primeritus remarketing/coastal fcu,16350,17700,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT),
202410,2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap7cc155415,pa,3.1,18019.0,silver,black,nissan-infiniti lt,12950,13800,Fri Jan 30 2015 01:00:00 GMT-0800 (PST),
144107,2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2h86dg174470,mn,4.1,20440.0,—,black,"ford motor credit company,llc",16300,18500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),
511110,2004,Nissan,Sentra,1.8,sedan,automatic,3n1cb51d24l884167,fl,1.9,166187.0,gray,gray,coral springs honda,1350,1700,Fri Jun 05 2015 02:30:00 GMT-0700 (PDT),
542407,2001,Chevrolet,Impala,Base,sedan,automatic,2g1wf52e319230338,tx,2.8,53125.0,gold,tan,hacienda ford,1325,3200,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT),
233064,2003,Chevrolet,Silverado 2500HD,LS,Extended Cab,automatic,1gchk29113e359580,md,1.9,140585.0,burgundy,gray,wells fargo dealer services,9000,6800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
414011,2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap3dc247693,tx,3.8,57148.0,silver,black,dtg operations inc,11300,11250,Wed May 13 2015 03:00:00 GMT-0700 (PDT),
410391,2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h95er381625,fl,4.7,22306.0,—,black,avis budget group,15600,15500,Thu May 21 2015 02:00:00 GMT-0700 (PDT),
24873,2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e44c878984,va,2.7,85232.0,burgundy,beige,mcmb financial,3625,6000,Thu Dec 18 2014 09:20:00 GMT-0800 (PST),
543790,2013,Chevrolet,Equinox,LT,suv,automatic,2gnflnek9d6308488,fl,4,54538.0,—,black,the hertz corporation,15000,15200,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT),
1493,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap2cm332637,ca,3.9,39257.0,gray,beige,nissan infiniti lt,26200,25250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST),
493442,2014,Chevrolet,Express Cargo,2500,van,automatic,1gcwgffa9e1174157,sc,3.5,33771.0,white,gray,enterprise veh exchange/rental,19750,19000,Thu Jun 04 2015 02:15:00 GMT-0700 (PDT),
327935,2008,Chevrolet,Aveo,LS,Sedan,automatic,kl1td56688b060528,tx,3.6,66462.0,red,black,credit acceptance corp/vrs/southfield,3850,3900,Thu Feb 19 2015 03:00:00 GMT-0800 (PST),
58373,2006,Ford,F-150,XLT,SuperCab,,1ftrx12w96fa22370,ca,1.9,140512.0,blue,gray,wells fargo dealer services,6800,4700,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),
124124,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9cr419700,nc,3.8,43523.0,gray,gray,emkay inc,10750,10400,Tue Jan 13 2015 09:15:00 GMT-0800 (PST),
155619,2005,Kia,Sedona,LX,Minivan,automatic,kndup131356639730,sc,2.7,86749.0,silver,gray,rick hendrick jeep chrys dodge ram fiat,2150,1900,Tue Jan 20 2015 02:00:00 GMT-0800 (PST),
105925,2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskce09er196396,mo,3.9,43589.0,silver,beige,avis corporation,40300,40200,Tue Jan 13 2015 10:30:00 GMT-0800 (PST),
448501,2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12038g180573,ca,3.8,88582.0,black,black,reliance motors llc,14550,16750,Thu May 28 2015 05:00:00 GMT-0700 (PDT),
56896,2010,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb1af340135,ca,4.1,85193.0,gray,black,elad motors,16100,16000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),
77698,2005,Ford,Focus,ZXW SES,Wagon,automatic,1fafp36nx5w215180,tx,1.9,95675.0,red,gray,manheim el paso,2700,1000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),
459097,2011,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,,wddhf8hb8ba418136,pa,3.5,50054.0,silver,gray,mercedes-benz financial services,23200,22800,Fri May 29 2015 01:29:00 GMT-0700 (PDT),
75771,2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g36h135395,ca,1.9,127744.0,silver,gray,santander consumer,5525,4000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),
195336,2007,BMW,3 Series,328xi,Sedan,automatic,wbavc73547kp32267,ma,2.4,82683.0,white,black,bmw gallery,8450,6800,Tue Feb 03 2015 02:00:00 GMT-0800 (PST),
381297,2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xca164104,il,4.0,20229.0,white,tan,"ahfc/honda lease trust/hvt, inc. eot",13150,13300,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),
40931,2014,Kia,Forte,EX,Sedan,automatic,knafx4a89e5174965,tx,3.1,41520.0,black,gray,meridian remarketing,10800,10400,Wed Jan 21 2015 02:30:00 GMT-0800 (PST),
388367,2000,,,,,,1fmnu42s2yeb26158,fl,1.9,249971.0,black,tan,east coast financial,1900,2200,Fri Mar 06 2015 01:40:00 GMT-0800 (PST),
434427,2014,BMW,3 Series,320i,Sedan,automatic,wba3b1c52ek134960,fl,4.7,17761.0,white,black,financial services remarketing (lease),21600,24000,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT),
397126,2007,Kia,Sedona,LX,Minivan,automatic,kndmb233776147971,md,3.5,156264.0,gold,beige,credit acceptance corp/vrs/southfield,2125,2300,Mon Mar 09 2015 17:00:00 GMT-0700 (PDT),
391239,2008,Chrysler,300,Touring,Sedan,automatic,2c3la53g08h325629,fl,2.5,113243.0,gray,gray,santander consumer,7400,8000,Thu Mar 05 2015 01:35:00 GMT-0800 (PST),
369595,2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg3dr723965,tx,4.2,88389.0,white,black,wheels lt,9600,9900,Thu Feb 26 2015 03:00:00 GMT-0800 (PST),
312318,2006,Chrysler,300,C,Sedan,automatic,2c3ka63h16h285875,tx,1.0,152532.0,black,beige,dt credit corporation,5275,5400,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),
8640,2011,bmw,750li,750li,,automatic,wbakb8c54bc851502,fl,4.6,2927.0,gold,tan,the collection,38900,46200,Thu Dec 18 2014 09:15:00 GMT-0800 (PST),
83974,2005,Nissan,Armada,LE,SUV,automatic,5n1aa08a05n713971,ga,2.0,127340.0,red,gray,automobile acceptance corp,6650,5500,Thu Jan 08 2015 02:00:00 GMT-0800 (PST),
7396,2004,Mercury,Sable,GS,Sedan,automatic,1mehm50u14a609023,ca,2.7,108683.0,green,tan,bob baker toyota of lemon grove,1925,800,Wed Dec 17 2014 12:15:00 GMT-0800 (PST),
455001,2009,Dodge,Grand Caravan,C/V,Minivan,automatic,1d4hn11e79b511214,hi,2.9,62262.0,white,black,ari,4275,6250,Wed May 27 2015 08:35:00 GMT-0700 (PDT),
54031,2012,Volkswagen,Passat,TDI SEL Premium,Sedan,automatic,1vwcn7a31cc002307,ma,3.4,95629.0,black,tan,clay subaru,14050,11000,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),
351884,2012,Dodge,Grand Caravan,American Value Package,Minivan,,2c4rdgbg7cr159994,qc,3.8,54856.0,white,black,ari,12050,12300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),
235056,2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ct8efc16509,tx,3.7,20050.0,silver,gray,ars/enterprise,24700,25100,Wed Feb 04 2015 01:30:00 GMT-0800 (PST),
329350,2003,Honda,Civic,Hybrid,Sedan,automatic,jhmes96613s026386,ca,3.3,128197.0,blue,tan,west coast auto group,2000,2900,Tue Feb 17 2015 04:30:00 GMT-0800 (PST),
419200,2014,Honda,CR-V,EX-L,SUV,automatic,5j6rm3h79el017748,fl,4.3,21565.0,brown,black,"pnc bank, national association",22700,21000,Tue May 26 2015 02:30:00 GMT-0700 (PDT),
244783,2007,,,,,automatic,1fmfk20557la95445,mi,3.5,104118.0,white,black,grace motors,12450,12100,Thu Feb 05 2015 01:30:00 GMT-0800 (PST),
531401,2014,Ford,E-Series Van,E-250,e-series van,automatic,1ftne2ew3eda43392,nj,2.9,8152.0,white,gray,u-haul,20000,18800,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT),
314817,2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8dh756779,mo,3.0,43555.0,silver,gray,avis corporation,12050,11800,Wed Feb 18 2015 03:15:00 GMT-0800 (PST),
476618,2007,Chevrolet,Cobalt,LS,sedan,automatic,1g1ak55f777165045,tx,1.9,164131.0,silver,gray,park cities volkswagen,1475,1300,Thu May 28 2015 04:00:00 GMT-0700 (PDT),
381301,2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f83ca016989,il,3.7,51279.0,gray,gray,"ahfc/honda lease trust/hvt, inc.",15350,16000,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),
329122,2004,Chrysler,PT Cruiser,Limited Edition,Wagon,automatic,3c8fy68804t349103,ca,2.3,106750.0,blue,black,quality acceptance,2675,1900,Thu Feb 19 2015 04:00:00 GMT-0800 (PST),
4842,2003,Volkswagen,Passat,GLX,Sedan,automatic,wvwrh63b73e428624,ca,2.8,105548.0,silver,black,auto finance company inc,2625,3100,Wed Feb 18 2015 04:30:00 GMT-0800 (PST),
382703,2014,Buick,Enclave,Leather Group,SUV,automatic,5gakrbkd3ej306056,ca,4.8,27569.0,white,gray,enterprise vehicle exchange/orange,30500,29500,Tue Mar 03 2015 04:30:00 GMT-0800 (PST),
367865,2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg8eh324163,pa,3.0,16027.0,gray,black,hertz corporation/gdp,17650,17400,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),
294392,2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,2c4rdgbg3cr333446,ny,1.9,112905.0,white,gray,ge fleet services for itself/servicer,7350,5500,Thu Feb 12 2015 01:15:00 GMT-0800 (PST),
497094,2011,Ford,Ranger,XL,regular cab,,1ftkr1ad5bpa98653,sc,4.4,62203.0,white,gray,lease plan usa,9975,10000,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT),
62997,2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h41cb016765,ga,3.4,33276.0,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",18050,20100,Tue Dec 30 2014 13:00:00 GMT-0800 (PST),
365268,2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9cc823254,co,4.3,27332.0,gray,black,nissan-infiniti lt,18150,18600,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),
527716,2008,Ford,Focus,SE,coupe,,1fahp33n78w195052,va,4.2,63595.0,red,gray,blue knob auto sales inc,5650,6500,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT),
284167,2012,Acura,RDX,Technology Package,SUV,automatic,5j8tb2h54ca000280,tx,3.6,32709.0,black,black,music city autoplex llc,23000,23700,Wed Feb 11 2015 02:20:00 GMT-0800 (PST),
469437,2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap4cc175718,fl,4.7,27186.0,silver,black,nissan-infiniti lt,12050,14200,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT),
309666,2012,Infiniti,G Sedan,G25x,G Sedan,automatic,jn1dv6ar5cm731686,fl,4.1,28575.0,gray,black,nissan infiniti lt,17800,19400,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),
249574,2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb9e7386270,il,4.0,11863.0,red,black,gm remarketing,15150,14500,Tue Feb 10 2015 02:30:00 GMT-0800 (PST),
86147,2012,Ford,Escape,Limited,SUV,automatic,1fmcu9eg2ckc25245,pa,3.6,50522.0,black,black,"ford motor credit company,llc",17000,15400,Wed Jan 07 2015 09:00:00 GMT-0800 (PST),
337776,2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a44da067086,fl,3.5,46434.0,silver,silver,avis corporation,12750,12700,Thu Feb 19 2015 01:15:00 GMT-0800 (PST),
462042,2008,Land Rover,Range Rover Sport,Supercharged,SUV,,salsh23408a145873,pa,4.1,85330.0,gray,black,mitchell associates,19900,18900,Fri May 29 2015 02:00:00 GMT-0700 (PDT),
518439,2006,Chevrolet,Express Cargo,1500,van,automatic,1gcfg15x961186805,fl,2.1,94943.0,white,gray,ge fleet services for itself/servicer,7125,7100,Wed Jun 10 2015 02:00:00 GMT-0700 (PDT),
405628,2013,Infiniti,M,M37x,Sedan,automatic,jn1by1arxdm602684,ca,3.6,30305.0,gray,black,nissan infiniti lt,28300,26500,Thu Mar 26 2015 05:30:00 GMT-0700 (PDT),
416743,2011,Dodge,Charger,R/T,Sedan,automatic,2b3cl5ct0bh571690,ga,2.1,96621.0,gray,black,santander consumer,17250,15000,Tue May 26 2015 02:30:00 GMT-0700 (PDT),
438347,2015,,,,,automatic,3gnal4ek1fs520245,il,4,13602.0,blue,gray,gm remarketing,19600,20200,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT),
507819,2008,Volvo,S80,3.2,sedan,automatic,yv1as982481072540,nc,3,98951.0,silver,gray,santander consumer,6500,8100,Mon Jun 08 2015 02:30:00 GMT-0700 (PDT),
291105,2014,Kia,Forte,LX,Sedan,automatic,knafx4a6xe5226621,ca,4.9,18360.0,blue,black,"kia motors america, inc",12300,13100,Tue Feb 17 2015 04:30:00 GMT-0800 (PST),
56234,2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f35ca062385,nj,3.6,48936.0,white,tan,"ahfc/honda lease trust/hvt, inc. eot",11500,11600,Wed Dec 31 2014 09:30:00 GMT-0800 (PST),
237282,2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6d7150213,tn,3.5,60323.0,gray,black,the hertz corporation,9875,9700,Wed Feb 04 2015 02:30:00 GMT-0800 (PST),
482347,2012,Buick,LaCrosse,Premium I Group,sedan,automatic,1g4gd5e34cf154467,fl,2.9,40035.0,white,tan,fiserv/usb dealer services northstar exchange,17550,16600,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT),
172823,2012,Ford,Fusion,SE,Sedan,automatic,3fahp0haxcr161512,in,2.9,54429.0,red,black,chrysler capital,10250,9700,Thu Jan 22 2015 02:10:00 GMT-0800 (PST),
153586,2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv1bw164361,oh,4.7,37095.0,—,tan,toyota financial services,14500,14900,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),
417811,2012,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg5ct360189,co,4.1,66116.0,silver,black,the hertz corporation,10900,9800,Wed Jun 10 2015 04:45:00 GMT-0700 (PDT),
59372,2004,Pontiac,Bonneville,GXP,Sedan,automatic,1g2hz54y44u235784,oh,1.9,133974.0,black,black,dt credit corporation,2425,2600,Wed Dec 31 2014 09:00:00 GMT-0800 (PST),
396321,2009,Kia,Sportage,LX,SUV,automatic,kndje723997583078,oh,4.3,66177.0,black,black,fiserv/usb dealer services northstar exchange,8800,10900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),
406769,2012,Nissan,Murano,SV,SUV,automatic,jn8az1mw3cw218776,pa,4,29253.0,blue,black,nissan-infiniti lt,19650,15600,Fri Apr 10 2015 02:00:00 GMT-0700 (PDT),
128992,2006,Infiniti,G35,Base,Sedan,automatic,jnkcv51e76m510920,ca,2.1,159635.0,blue,beige,veros credit,5000,4500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),
331462,2006,Chevrolet,Monte Carlo,LT,Coupe,automatic,2g1wk151669284592,ca,2.0,112745.0,gray,black,dt credit corporation,3500,1250,Tue Feb 17 2015 05:00:00 GMT-0800 (PST),
105023,2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5ek8b1290419,fl,1.9,85163.0,white,gray,remarketing by ge/summit financial corp,7275,4600,Tue Jan 20 2015 03:05:00 GMT-0800 (PST),
18395,2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h77e5389713,il,4.3,19028.0,black,black,avis budget group,15600,16300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),
260160,2005,Chrysler,300,Touring,Sedan,automatic,2c3ja53g45h589410,oh,3.4,131745.0,blue,gray,first merit bank,4875,5400,Tue Feb 10 2015 04:00:00 GMT-0800 (PST),
156509,2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k27el231485,mn,2.8,36128.0,gray,tan,avis corporation,11750,11200,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),
174132,2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5220020,az,4.0,51419.0,silver,black,dtg operations inc,14500,14300,Thu Jan 22 2015 03:30:00 GMT-0800 (PST),
299778,2012,Chrysler,300,S V6,Sedan,automatic,2c3ccagg8ch174738,tx,4.9,25030.0,black,red,texas auto brokers,20300,22800,Wed Feb 11 2015 02:00:00 GMT-0800 (PST),
482652,2013,Nissan,Sentra,SR,sedan,automatic,3n1ab7ap9dl682553,il,2.5,34635.0,black,black,nissan-infiniti lt,11550,10800,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT),
272570,2013,Dodge,Avenger,R/T,Sedan,automatic,1c3cdzbg2dn562737,mo,3.9,50850.0,—,black,avis corporation,12450,12200,Tue Mar 03 2015 03:00:00 GMT-0800 (PST),
450895,2013,Ford,Shelby GT500,Base,Convertible,manual,1zvbp8kz8d5228056,pa,4.8,4472.0,gray,black,mitchell associates,55000,55500,Fri May 22 2015 02:00:00 GMT-0700 (PDT),
356955,2011,Volkswagen,Golf,TDI,Hatchback,manual,wvwmm7ajxbw311568,ma,3.5,106199.0,silver,gray,metro volkswagen,10100,10500,Tue Feb 24 2015 02:00:00 GMT-0800 (PST),
274858,2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb3ar123914,nc,3.8,48818.0,black,black,mercedes benz of northlake,15650,16000,Wed Feb 11 2015 06:00:00 GMT-0800 (PST),
490725,2014,Infiniti,Q50,Premium,sedan,automatic,jn1bv7ar0em703388,il,4.3,18256.0,gray,black,nissan north america inc.,29200,30200,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT),
210333,2012,,,,,automatic,4a32b2ffxce021341,mi,2.8,62023.0,black,black,dtg operations inc,8150,7800,Thu Feb 12 2015 01:30:00 GMT-0800 (PST),
530320,2003,Toyota,Corolla,LE,sedan,automatic,1nxbr32ex3z071143,fl,1.9,157238.0,blue,beige,boast volkswagen,3025,2700,Thu Jun 11 2015 09:50:00 GMT-0700 (PDT),
99366,2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb3aa149137,ca,3.3,113726.0,gray,black,mercedes benz of laguna niguel,18100,18500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),
104667,2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,,4jgda5hb9ca037978,pa,4.5,12288.0,silver,black,tsj auto brokers inc,37300,37000,Thu Jan 08 2015 09:00:00 GMT-0800 (PST),
338269,2012,Honda,Civic,Hybrid,Sedan,automatic,jhmfb4f2xcs008697,ca,4.1,24581.0,white,beige,"ahfc/honda lease trust/hvt, inc. eot",13700,14800,Thu Feb 26 2015 04:00:00 GMT-0800 (PST),
145338,2008,Toyota,Avalon,Limited,Sedan,,4t1bk36b78u284224,pa,3.8,72736.0,white,tan,fairfield toyota,11550,12900,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),
430833,2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d05c300359,nc,4.2,161000.0,white,gray,national remarketing service,2175,3500,Mon Jun 08 2015 02:30:00 GMT-0700 (PDT),
407840,2007,Hyundai,Santa Fe,Limited,SUV,,5nmsh13e47h089080,ga,3.7,152381.0,white,black,riverside toyota scion,5600,5100,Tue Apr 14 2015 05:30:00 GMT-0700 (PDT),
